;date;snippet
74;July 21, 2021;Então ! Até que o app é bomzinho , mas a desgraça é que liga na operadora e não tão nem aí , fiz portabilidade e até agora estou com o número provisório , era pra dia 14 está tudo em ordem meu número e até agora nada ! Liga lá fica mais de 15 minutos aquela música do cão e nada ..... Espero retorno nisso aí , o povo não é palhaço
75;May 19, 2025;péssimo quando vou acessar o APP , pedi pra entrar mais tarde
76;July 08, 2022;Aplicativo péssimo, pior que o outro. Qnd tento utilizar, quase nunca consigo, pq quase nunca funciona. Agora, a página dos anúncios, é a única que abre normalmente. Imagine.
77;December 08, 2020;App muito lento,não consigo acessar meus dados com eficiência, e na maioria das vezes trava. Não consigo suporte adequado a todos os serviços e na maioria das vezes tenho que ir na loja pra resolver.... Vivo peça muito no suporte... Totalmente insatisfeito
78;October 16, 2023;App horrível em questão de carregar as coisas 👎🏻 Além disso, é difícil localizar aonde cancela os plano de internet, é nem sempre o app está funcionando, É ALÉM DE TUDO ISSO, NÃO COLOQUEM DINHEIRO NO APP, POIS SEU DINHEIRO TEM VALIDADE, QUANDO ESTIVER LÁ, MT burocracia esse app, não pensei q a vivo era assim, não recomendo para NINGUÉM.
79;May 23, 2025;Muito cômodo resolver tudo sem levantar da cadeira
80;July 31, 2019;Eu tinha uma linha pre pago Vivo pra apenas conversar com algumas pessoas. Não valia a pena carregar o pré pago, já que eu mais recebia ligações destas pessoas e tenho outra linha de outra operadora. Agora que obrigaram a ter que recarregar eu não fiz isso e perdi a linha. Estou trazendo todos para outra operadora que realmente tenho um número, já que não tenho mais Vivo. Parabéns Vivo pela jogada de mestre.
81;May 19, 2025;local onde todas as informações são orientadas
82;December 23, 2021;Péssimo aplicativo, não consigo nem acessar, eu envio o número do meu celular e simplesmente o código para acesso não vem por SMS. Sem falar que fiz uma recarga de celular tem 2 dias e até agora não entrou no meu chip. Por isso baixei o app,para solucionar o meu problema no suporte mas, até isso não funciona!
83;October 05, 2021;Lixo, lixo, lixo eu só precisava da segunda via, pra poder PAGAR, e não vai vc tenta e nada só perde tempo, aumenta o nervosismo, quem fez esse aplicativo não entende nada de tecnologia, é um absurdo, vcs estão fazendo o que com o dinheiro que eu gastei, gasto e estou gastando, será que não tem ninguém aí com capacidade, suficiente pra fazer algo descente? Vou ter que ir no Poupatempo vcs deveriam ressarcir minha condução e meu tempo de serviço, assim que aparecer uma operadora melhor eu troco
84;January 11, 2023;Tô tentando pedir suporte técnico vai fazer uma semana e o app só fica carregando e a Aura sem comentários. Parece até que o app foi desenvolvido com o objetivo de dificultar ao máximo com que o cliente precise de qualquer tipo de ajuda!
85;May 27, 2025;está bom de mexer no app muita informação boa
86;April 10, 2022;O app é bom em partes. Quando eu tinha a linha com plano o consumo funcionava, agora com a conta pré preciso saber o meu consumo o App sempre dá erro para mostrar o consumo, mesmo com o App atualizado.
87;May 20, 2025;Teria que ter no app alteração de endereço
88;September 24, 2020;Até agora no App do meu vivo móvel não foi avisado que paguei a conta desse mes setembro e nem por sms recebi aviso de confirmação conta paga sendo que paguei bem cedo conta meu celular vivo pois nunca aconteceu isso meses passados era tudo certinho pois espero que se resolva logo possível eu não quero receber um alerta de que não paguei conta e ser cobrado por algo já pago
89;July 04, 2022;App trava toda hora, não consigo baixar conta pra pagar. Aí você vai no site pra tentar pagar e a única opção é você baixando o aplicativo. Muito ruim. A Claro é 1000x melhor, te disponibiliza um WhatsApp que voce consegue segunda via de conta em segundos
90;April 07, 2022;A pior experiência que você ter em um App. Demora para carregar, cheio de bugs, vive fora do ar, nada intuitivo. Péssimo! Se puder dar uma nota negativa, daria.
91;July 14, 2021;Estou a mais de uma semana tentando entrar no aplicativo e so ta erro. Isso e muito chato eu sem internet quando mas preciso e sem ligaçoes meu plano controle acabou antes e pelo app consigo saber direitinho. Me sinto lesada com isso ja estou cancelando e mudando de operadora.
92;May 11, 2025;tudo de bom quando precisei do serviço
93;January 11, 2022;"Horrível, eu paguei minhas contas e quando vou por ""informar que já está paga"", ele fala que esse serviço está indisponível, e volta para a tela inicial do app, que bando de hipócritas!!! Por conta disso, não consigo usar a internet que eu recarreguei faz poucos dias."
94;May 21, 2025;Boa ,facil e pratico
95;May 05, 2025;rápido e fácil
96;May 04, 2025;há melhor operadora do Brasil e do mundo sem dúvida
97;February 14, 2023;Baixei o App e não consegui nem acessar, pois da erro e solicita para tentar mais tarde. Tentei utilizando o número do fone, CPF e email e em nenhuma das tentativas ele liberou acesso, sendo que ele reconheceu todos os dados, mas no momento do login ele informa o erro. Lamentável!
98;January 10, 2020;App muito bom para ver detalhes do plano...porem quando eu mudei o meu plano e é pago no cartão não possibilitam eu usar o app e me recomendam entrar somente no site da vivo pelo computador.....até ano passado estava tudo normal so esses dias atras que começou isso porque não volta como estava antes?
99;February 02, 2024;Fala que com a fibra não tem problema nenhum com o tempo fechado ou nublado, não é a experiência que estou tendo,nublou a Internet vivoo morre. Aí tem que ficar desligando o aparelho pois a central que é robotizada não avalia coisa nenhuma a frequência da Internet e fala que está tudo certo ,fora que varia entre à tarde e à noite cai. Mas tirando isso vai bem.kkk
100;May 18, 2025;Gosto de poder pagar minha fatura sem sair de casa ou onde eu estiver.
101;May 17, 2025;ñao ouvi e nem vi com nitidez e brilho.
102;December 02, 2020;Nem sempre funciona. É lento. Demora para trazer as informações. E não tem opção de conversar com a Vivo. Alem djsso, nao traz informações do Vivo Bis, que tinha nas versões anteriores. Ou seja, o aplicativo só piorou.
103;February 23, 2024;Que serviço e aplicativo horrível. Contratei a Internet em dezembro e até hoje eu não consigo fazer login porque não importa o que eu faça sempre dá erro. Reconhecimento facial, mudança de senha, tentativa de login, SEMPRE DÁ ERRO. Exclui esse aplicativo e faz de novo. A vivo deveria mudar o nome pra ERRO, pois até no WhatsApp eu peço a 2 via e diz que eu preciso ligar pra alterar os dados. Se até pra dar dinheiro pra eles tá difícil, imagina o resto.
104;April 22, 2023;Editando. Algum desenvolvedor que faça esse app funcionar? Pq cada vez pior. Contratem alguém q faça o mínimo ao menos que é funcionar. Não travar, não bufar, não ficar piscando, clicar ele responder. Pq tá difícil hein vivo
105;December 29, 2021;Voltando pra reavaliar o aplicativo que depois de muuuuito tempo, teve uma melhora significativa em questão de resposta às telas de carregamento, e em questão de travamento. Mas ainda não está 100%, mas já é louvável a melhora comparada a antes.
106;December 19, 2022;Estou decepcionado com a vivo. Pois recarrego com frequência e não estão cumprindo como diz o app recarrego de 20 reais pra cima e não estou ganhando os 2 gb de bônus como o app promete, fiz contato com o SAC e não consegui resolver... Ligo pro atendimento vivo fico mais de 30 minutos na espera e não sou atendido... Acho isso uma covardia com o cliente infelizmente caiu muito a operadora vivo . Totalmente insatisfeito...
107;April 26, 2020;"Só da poucas opções para auto atendimento. Opção para reclamar de maus serviços são claramente retirados , deixando apenas poucas ""explicações "" bem vagas já pré estabelecidas que em nada ajuda o usuário."
108;October 30, 2020;Resp: Se é pra vender faz um outro App só p vendas e deixa um App limpo para consultas. E não sou a única a reclamar. Quanta propaganda em um único aplicativo.... Afffff...Nem dá vontade de entrar pra consultar o saldo..... #ficaadica. Nossa, vocês atualizam o APP e ao invés de melhorar, fica pior. Antes o aplicativo era mais simples e bem melhor de usar. Tira esse monte de propaganda e informações desnecessárias que aparecem logo na primeira tela e deixa o APP mais leve, limpo e fácil de usar.
109;February 21, 2021;É uma aplicativo muito útil para mim até então era fácil de entender as funções na parte de use de internet mas ficou um pouco complicado depois tá atualização mas não deixa de ser usável quando preciso.
110;April 14, 2025;muito ruim isso aqui é uma palhaçada eu tô tentando desde cedo pagar minha fatura pede um cód vc coloca e não dá certo aí você vai no Whatsapp pede CPF aí vc não sabe si é vagabundo tentando aplicar golpe de primeiro ia na lotérica falava o número e pagava tranquilo agora dizem que não faz mais assim eu tô quase pensando de cancelar com vcs que sou cliente desde de 2011 e partir pra outra operadora
111;May 24, 2023;Não consigo atualizar o aplicativo de jeito nenhum. Desinstalei e aí aconteceu o pior: também não consegui. Resultado: sou cliente da vivo há 25 anos, pago em dia e não tenho mais o aplicativo instalado. Enfim, depois da festa de Bodas de prata, pretendo pedir o divórcio...
112;March 05, 2022;Não consigo dar uma estrela vou dar a estrela porque se não consigo postar e tempo todo e em manutenção, desculpa e minha opinião. Entra no aplicativo para ver minha internet perco a ete de usar a operadora e porque tanta justificativa para uso da internet já foi melhor quem passa pelas mesma experiências diz ai des de ja fica claro é minha opinião.
113;September 11, 2023;Nada funciona direito, vive dando erro. Além de não aparecer o histórico de protocolos, nem quando clica diretamente pela Aura. Esse link não leva pra nenhum lugar útil. Estou tentando mudar o telefone de contato e também não consigo
114;July 12, 2023;Depois dessa atualização ficou muito ruim. Eu sempre conseguia ver consumo do meu plano e dos bônus que eu ganhava. Depois dessa atualização até dá pra ver o consumo do meu plano, mais dos bônus não. Ganhei 10 GB de bônus e não sei se já tá acabando ou não, por que não consigo mais ver.
115;September 25, 2022;O app está muito bom nesta nova versão. Bom para gerenciar todos os produtos em um único App. Porém ainda apresenta algumas instabilidades de conexão. No mais, muito bom.
116;April 24, 2020;O app me ajuda muita bem , mas tem 2 dias que sem querer boquiei meu chip, não recebe SMS e nem ligação e nem faz , já liguei na vivo já mandei email já abri chamado , mas até agora nada peço ,por gentileza que me ajudem por esse número e muito importante pra mim , eu trabalho com ele . Desde já agradeço.
117;November 16, 2020;Não abre quando vc precisa Sempre quando vou consultar a minha conta, ou consumo detalhado, fica lendo as informações e no fim aparece a mensagem tente mais tarde. APP muito ruim mesmo para uma operadora de celular grande, os usuários deveriam em massa vir aqui deixar uma feedback baixo. Só assim tomariam as providências necessárias. Dei uma estrela porque sou obrigada, senão daria zero.
118;February 13, 2019;Olá, Não mais consigo visualizar o meu Pacote adquirido no aplicativo. É possível corrigir esse erro? Preciso ter ciência do que está me sendo oferecido! Antes aparecia em meu visor, mas depois que fui à loja Central em BH não consigo mais visualizar. Algum problema com meus serviços???
119;February 03, 2021;Quero cancelar a Promoção Vivo Turbo, mas não aparece a opção cancelar. Uma coisa simples de resolver é só quando mostra as promoções ativas ter o botão do lado de cancelar. Simples assim pq tem q complicar tanto
120;September 28, 2020;Sempre da erro quando preciso ver o consumo, não consigo acessar nada nesse aplicativo. Preciso compartilhar internet mas não abre a página de consumo. Já desinstalei e instalei várias vezes. Ainda hoje da erro no aplicativo e não consigo logar!!
